0 0.000000, 0.000000, 0.000000, 0.000000
0 0.000000, 0.000000, 0.000000, 0.000000
1 4.000000, 1024.000000, 67108864.000000, 288230376151711744.000000
1 4.000000, 1024.000000, 67108864.000000, 288230376151711744.000000
2 8.000000, 2048.000000, 134217728.000000, 576460752303423488.000000
2 8.000000, 2048.000000, 134217728.000000, 576460752303423488.000000
3 12.000000, 3072.000000, 201326592.000000, 864691128455135232.000000
3 12.000000, 3072.000000, 201326592.000000, 864691128455135232.000000
4 16.000000, 4096.000000, 268435456.000000, 1152921504606846976.000000
4 16.000000, 4096.000000, 268435456.000000, 1152921504606846976.000000
5 20.000000, 5120.000000, 335544320.000000, 1441151880758558720.000000
5 20.000000, 5120.000000, 335544320.000000, 1441151880758558720.000000
6 24.000000, 6144.000000, 402653184.000000, 1729382256910270464.000000
6 24.000000, 6144.000000, 402653184.000000, 1729382256910270464.000000
7 28.000000, 7168.000000, 469762048.000000, 2017612633061982208.000000
7 28.000000, 7168.000000, 469762048.000000, 2017612633061982208.000000
8 32.000000, 8192.000000, 536870912.000000, 2305843009213693952.000000
8 32.000000, 8192.000000, 536870912.000000, 2305843009213693952.000000
9 36.000000, 9216.000000, 603979776.000000, 2594073385365405696.000000
9 36.000000, 9216.000000, 603979776.000000, 2594073385365405696.000000
10 40.000000, 10240.000000, 671088640.000000, 2882303761517117440.000000
10 40.000000, 10240.000000, 671088640.000000, 2882303761517117440.000000
11 44.000000, 11264.000000, 738197504.000000, 3170534137668829184.000000
11 44.000000, 11264.000000, 738197504.000000, 3170534137668829184.000000
12 48.000000, 12288.000000, 805306368.000000, 3458764513820540928.000000
12 48.000000, 12288.000000, 805306368.000000, 3458764513820540928.000000
13 52.000000, 13312.000000, 872415232.000000, 3746994889972252672.000000
13 52.000000, 13312.000000, 872415232.000000, 3746994889972252672.000000
14 56.000000, 14336.000000, 939524096.000000, 4035225266123964416.000000
14 56.000000, 14336.000000, 939524096.000000, 4035225266123964416.000000
15 60.000000, 15360.000000, 1006632960.000000, 4323455642275676160.000000
15 60.000000, 15360.000000, 1006632960.000000, 4323455642275676160.000000
16 64.000000, 16384.000000, 1073741824.000000, 4611686018427387904.000000
16 64.000000, 16384.000000, 1073741824.000000, 4611686018427387904.000000
17 68.000000, 17408.000000, 1140850688.000000, 4899916394579099648.000000
17 68.000000, 17408.000000, 1140850688.000000, 4899916394579099648.000000
18 72.000000, 18432.000000, 1207959552.000000, 5188146770730811392.000000
18 72.000000, 18432.000000, 1207959552.000000, 5188146770730811392.000000
19 76.000000, 19456.000000, 1275068416.000000, 5476377146882523136.000000
19 76.000000, 19456.000000, 1275068416.000000, 5476377146882523136.000000
20 80.000000, 20480.000000, 1342177280.000000, 5764607523034234880.000000
20 80.000000, 20480.000000, 1342177280.000000, 5764607523034234880.000000
21 84.000000, 21504.000000, 1409286144.000000, 6052837899185946624.000000
21 84.000000, 21504.000000, 1409286144.000000, 6052837899185946624.000000
22 88.000000, 22528.000000, 1476395008.000000, 6341068275337658368.000000
22 88.000000, 22528.000000, 1476395008.000000, 6341068275337658368.000000
23 92.000000, 23552.000000, 1543503872.000000, 6629298651489370112.000000
23 92.000000, 23552.000000, 1543503872.000000, 6629298651489370112.000000
24 96.000000, 24576.000000, 1610612736.000000, 6917529027641081856.000000
24 96.000000, 24576.000000, 1610612736.000000, 6917529027641081856.000000
25 100.000000, 25600.000000, 1677721600.000000, 7205759403792793600.000000
25 100.000000, 25600.000000, 1677721600.000000, 7205759403792793600.000000
26 104.000000, 26624.000000, 1744830464.000000, 7493989779944505344.000000
26 104.000000, 26624.000000, 1744830464.000000, 7493989779944505344.000000
27 108.000000, 27648.000000, 1811939328.000000, 7782220156096217088.000000
27 108.000000, 27648.000000, 1811939328.000000, 7782220156096217088.000000
28 112.000000, 28672.000000, 1879048192.000000, 8070450532247928832.000000
28 112.000000, 28672.000000, 1879048192.000000, 8070450532247928832.000000
29 116.000000, 29696.000000, 1946157056.000000, 8358680908399640576.000000
29 116.000000, 29696.000000, 1946157056.000000, 8358680908399640576.000000
30 120.000000, 30720.000000, 2013265920.000000, 8646911284551352320.000000
30 120.000000, 30720.000000, 2013265920.000000, 8646911284551352320.000000
31 124.000000, 31744.000000, 2080374784.000000, 8935141660703064064.000000
31 124.000000, 31744.000000, 2080374784.000000, 8935141660703064064.000000
32 -128.000000, -32768.000000, -2147483648.000000, -9223372036854775808.000000
32 128.000000, 32768.000000, 2147483648.000000, 9223372036854775808.000000
33 -124.000000, -31744.000000, -2080374784.000000, -8935141660703064064.000000
33 132.000000, 33792.000000, 2214592512.000000, 9511602413006487552.000000
34 -120.000000, -30720.000000, -2013265920.000000, -8646911284551352320.000000
34 136.000000, 34816.000000, 2281701376.000000, 9799832789158199296.000000
35 -116.000000, -29696.000000, -1946157056.000000, -8358680908399640576.000000
35 140.000000, 35840.000000, 2348810240.000000, 10088063165309911040.000000
36 -112.000000, -28672.000000, -1879048192.000000, -8070450532247928832.000000
36 144.000000, 36864.000000, 2415919104.000000, 10376293541461622784.000000
37 -108.000000, -27648.000000, -1811939328.000000, -7782220156096217088.000000
37 148.000000, 37888.000000, 2483027968.000000, 10664523917613334528.000000
38 -104.000000, -26624.000000, -1744830464.000000, -7493989779944505344.000000
38 152.000000, 38912.000000, 2550136832.000000, 10952754293765046272.000000
39 -100.000000, -25600.000000, -1677721600.000000, -7205759403792793600.000000
39 156.000000, 39936.000000, 2617245696.000000, 11240984669916758016.000000
40 -96.000000, -24576.000000, -1610612736.000000, -6917529027641081856.000000
40 160.000000, 40960.000000, 2684354560.000000, 11529215046068469760.000000
41 -92.000000, -23552.000000, -1543503872.000000, -6629298651489370112.000000
41 164.000000, 41984.000000, 2751463424.000000, 11817445422220181504.000000
42 -88.000000, -22528.000000, -1476395008.000000, -6341068275337658368.000000
42 168.000000, 43008.000000, 2818572288.000000, 12105675798371893248.000000
43 -84.000000, -21504.000000, -1409286144.000000, -6052837899185946624.000000
43 172.000000, 44032.000000, 2885681152.000000, 12393906174523604992.000000
44 -80.000000, -20480.000000, -1342177280.000000, -5764607523034234880.000000
44 176.000000, 45056.000000, 2952790016.000000, 12682136550675316736.000000
45 -76.000000, -19456.000000, -1275068416.000000, -5476377146882523136.000000
45 180.000000, 46080.000000, 3019898880.000000, 12970366926827028480.000000
46 -72.000000, -18432.000000, -1207959552.000000, -5188146770730811392.000000
46 184.000000, 47104.000000, 3087007744.000000, 13258597302978740224.000000
47 -68.000000, -17408.000000, -1140850688.000000, -4899916394579099648.000000
47 188.000000, 48128.000000, 3154116608.000000, 13546827679130451968.000000
48 -64.000000, -16384.000000, -1073741824.000000, -4611686018427387904.000000
48 192.000000, 49152.000000, 3221225472.000000, 13835058055282163712.000000
49 -60.000000, -15360.000000, -1006632960.000000, -4323455642275676160.000000
49 196.000000, 50176.000000, 3288334336.000000, 14123288431433875456.000000
50 -56.000000, -14336.000000, -939524096.000000, -4035225266123964416.000000
50 200.000000, 51200.000000, 3355443200.000000, 14411518807585587200.000000
51 -52.000000, -13312.000000, -872415232.000000, -3746994889972252672.000000
51 204.000000, 52224.000000, 3422552064.000000, 14699749183737298944.000000
52 -48.000000, -12288.000000, -805306368.000000, -3458764513820540928.000000
52 208.000000, 53248.000000, 3489660928.000000, 14987979559889010688.000000
53 -44.000000, -11264.000000, -738197504.000000, -3170534137668829184.000000
53 212.000000, 54272.000000, 3556769792.000000, 15276209936040722432.000000
54 -40.000000, -10240.000000, -671088640.000000, -2882303761517117440.000000
54 216.000000, 55296.000000, 3623878656.000000, 15564440312192434176.000000
55 -36.000000, -9216.000000, -603979776.000000, -2594073385365405696.000000
55 220.000000, 56320.000000, 3690987520.000000, 15852670688344145920.000000
56 -32.000000, -8192.000000, -536870912.000000, -2305843009213693952.000000
56 224.000000, 57344.000000, 3758096384.000000, 16140901064495857664.000000
57 -28.000000, -7168.000000, -469762048.000000, -2017612633061982208.000000
57 228.000000, 58368.000000, 3825205248.000000, 16429131440647569408.000000
58 -24.000000, -6144.000000, -402653184.000000, -1729382256910270464.000000
58 232.000000, 59392.000000, 3892314112.000000, 16717361816799281152.000000
59 -20.000000, -5120.000000, -335544320.000000, -1441151880758558720.000000
59 236.000000, 60416.000000, 3959422976.000000, 17005592192950992896.000000
60 -16.000000, -4096.000000, -268435456.000000, -1152921504606846976.000000
60 240.000000, 61440.000000, 4026531840.000000, 17293822569102704640.000000
